,FlowStep,Thingname,ActorModifiedby,Line_number,CreatedBy,tag_number,Created_By,Startedby,"CONVERT_TZ(t3.completed, 'GMT', 'US/Pacific')",PartNumber,created
123,3BM-20001,TG120255002WAX,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,56:59.2,1508204-01-H,40:31.0
124,3BM-20001,TG120255002WZ5,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,57:09.8,1508203-01-H,51:07.0
125,3BM-20001,TG120255002VKZ,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,57:15.5,1508203-01-H,36:30.0
126,3BM-20001,TG120255002XHT,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,57:20.4,1508202-01-H,01:39.0
127,3BM-20001,TG120255002WHF,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,57:26.3,1508203-01-H,43:59.0
128,3BM-20001,TG120255002VJ9,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,57:37.7,1508202-01-H,35:34.0
129,3BM-20001,TG120255002WRA,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,57:50.4,1508203-01-H,47:19.0
130,3BM-20001,TG120255002WMB,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,58:03.3,1508204-01-H,45:51.0
131,3BM-20001,TG120255002THS,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,58:15.8,1508203-01-H,16:42.0
132,3BM-20001,TG120255002D0D,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,58:28.4,1508202-01-H,05:33.0
133,3BM-20001,TG120255002WTN,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,58:41.0,1508203-01-H,48:45.0
134,3BM-20001,TG120255002WA6,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,58:57.7,1508203-01-H,40:08.0
135,3BM-20001,TG120255002WG9,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,59:04.5,1508203-01-H,43:25.0
136,3BM-20001,TG120255002WC3,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,59:08.0,1508202-01-H,41:09.0
137,3BM-20001,TG120255002WMP,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,59:19.6,1508203-01-H,46:08.0
138,3BM-20001,TG120255002X01,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,59:31.4,1508204-01-H,51:36.0
139,3BM-20001,TG120255002WDC,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,59:44.1,1508203-01-H,41:46.0
140,3BM-20001,TG120255002X3B,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,00:12.4,1508202-01-H,53:31.0
141,3BM-20001,TG120255002TJW,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,00:23.3,1508203-01-H,17:28.0
142,3BM-20001,TG120255002X1N,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,00:41.4,1508203-01-H,52:36.0
143,3BM-20001,TG120255002X2V,NMAMC-LINE-02,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,NMAMC-LINE-02,00:48.9,1508203-01-H,53:07.0
144,3BM-20001,TG120255002X6M,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,00:51.8,1508202-01-H,55:28.0
145,3BM-20001,TG120255002X4Y,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,01:03.3,1508203-01-H,54:26.0
146,3BM-20001,TG120255002TDA,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,01:13.9,1508204-01-H,14:17.0
147,3BM-20001,TG120255001YP2,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,01:17.7,1508243-01-H,59:30.0
148,3BM-20001,TG120255001Y0F,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,01:18.8,1508242-01-H,48:09.0
149,3BM-20001,TG120255000YZV,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,01:20.3,1508243-01-H,20:54.0
150,3BM-20001,TG120255001TFJ,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,01:21.1,1508244-01-H,58:29.0
151,3BM-20001,TG120255001DKH,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,01:21.9,1508243-01-H,03:16.0
152,3BM-20001,TG120255001VN2,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,01:23.0,1508242-01-H,15:04.0
153,3BM-20001,TG120255002WFS,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,01:24.9,1508203-01-H,43:06.0
154,3BM-20001,TG120255002XDT,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,01:29.1,1508203-01-H,59:18.0
155,3BM-20001,TG120255002X79,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,01:39.0,1508202-01-H,56:00.0
156,3BM-20001,TG120255002X84,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,01:39.3,1508202-01-H,56:21.0
157,3BM-20001,TG120255002X5X,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,01:50.1,1508203-01-H,55:08.0
158,3BM-20001,TG120255002WM8,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,01:55.7,1508203-01-H,45:49.0
159,3BM-20001,TG120255002WPT,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,02:06.4,1508204-01-H,47:03.0
160,3BM-20001,TG120255002TMK,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,02:07.1,1508203-01-H,19:03.0
161,3BM-20001,TG120255002WRZ,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,02:17.2,1508203-01-H,47:46.0
162,3BM-20001,TG120255002XG7,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,02:17.5,1508202-01-H,00:43.0
163,3BM-20001,TG120255002X0P,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,02:28.0,1508202-01-H,52:01.0
164,3BM-20001,TG120255001Y5Z,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,02:35.0,1508243-01-H,50:24.0
165,3BM-20001,TG120255001D3C,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,02:36.8,1508242-01-H,55:55.0
166,3BM-20001,TG120255001Y28,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,02:38.2,1508243-01-H,48:54.0
167,3BM-20001,TG120255001DFZ,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,02:40.0,1508244-01-H,01:39.0
168,3BM-20001,TG120255000YY1,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,02:40.8,1508243-01-H,19:32.0
169,3BM-20001,TG120255001TP0,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,02:41.5,1508242-01-H,02:30.0
170,3BM-20001,TG120255000Z5F,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,02:42.2,1508243-01-H,24:00.0
171,3BM-20001,TG120255002X99,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,02:43.5,1508203-01-H,56:58.0
172,3BM-20001,TG120255002V5F,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,02:54.0,1508204-01-H,27:58.0
173,3BM-20001,TG120255001DJ0,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,03:12.8,1508244-01-H,02:29.0
174,3BM-20001,TG120255002VHW,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,03:13.6,1508203-01-H,35:22.0
175,3BM-20001,TG120255002XXT,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,03:41.9,1508202-01-H,07:08.0
176,3BM-20001,TG120255002V8J,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,03:53.0,1508203-01-H,30:03.0
177,3BM-20001,TG120255002V94,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,04:06.7,1508203-01-H,30:20.0
178,3BM-20001,TG120255002P3J,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,04:17.2,1508202-01-H,31:44.0
179,3BM-20001,TG120255002VDC,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,04:28.6,1508203-01-H,32:38.0
180,3BM-20001,TG120255002XB8,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,04:39.2,1508204-01-H,57:45.0
181,3BM-20001,TG120255001L22,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,04:46.7,1508243-01-H,41:10.0
182,3BM-20001,TG120255001TJK,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,04:48.1,1508242-01-H,00:04.0
183,3BM-20001,TG120255001ZC4,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,04:49.2,1508243-01-H,11:18.0
184,3BM-20001,TG120255002VFJ,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,04:50.1,1508203-01-H,33:54.0
185,3BM-20001,TG120255002H11,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,04:50.8,1508244-01-H,03:14.0
186,3BM-20001,TG1202550021JF,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,04:51.5,1508243-01-H,44:33.0
187,3BM-20001,TG120255000VRH,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,04:52.5,1508242-01-H,26:44.0
188,3BM-20001,TG120255001TH5,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,04:53.1,1508243-01-H,59:19.0
189,3BM-20001,TG120255002TYL,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,04:56.6,1508203-01-H,24:10.0
190,3BM-20001,TG120255002X96,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,05:18.5,1508202-01-H,56:53.0
191,3BM-20001,TG120255002V2J,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,05:31.8,1508203-01-H,26:05.0
192,3BM-20001,TG120255002XML,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,05:34.9,1508203-01-H,03:32.0
193,3BM-20001,TG120255002XF7,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,05:42.0,1508202-01-H,00:06.0
194,3BM-20001,TG120255002WKK,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,05:45.4,1508203-01-H,45:02.0
195,3BM-20001,TG120255002WJ9,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,05:56.3,1508202-01-H,44:14.0
196,3BM-20001,TG120255002XAP,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,06:07.9,1508203-01-H,57:35.0
197,3BM-20001,TG120255002X2F,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,06:10.9,1508203-01-H,52:59.0
198,3BM-20001,TG120255002Y1F,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,06:18.5,1508204-01-H,08:46.0
199,3BM-20001,TG120255002X86,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,06:21.8,1508204-01-H,56:24.0
200,3BM-20001,TG120255002X44,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,06:32.3,1508203-01-H,53:58.0
201,3BM-20001,TG120255002XEE,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,06:42.6,1508202-01-H,59:43.0
202,3BM-20001,TG120255002VL0,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,06:55.8,1508203-01-H,36:30.0
203,3BM-20001,TG120255002XYL,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,07:06.6,1508202-01-H,07:29.0
204,3BM-20001,TG120255002XL5,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,07:12.1,1508203-01-H,02:50.0
205,3BM-20001,TG120255002WNS,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,07:17.6,1508203-01-H,46:40.0
206,3BM-20001,TG120255002X9T,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,07:39.8,1508203-01-H,57:12.0
207,3BM-20001,TG120255002XTK,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,07:50.1,1508202-01-H,05:38.0
208,3BM-20001,TG120255002VP5,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,07:50.3,1508203-01-H,38:17.0
209,3BM-20001,TG120255002MET,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,08:00.9,1508202-01-H,08:14.0
210,3BM-20001,TG120255002V4A,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,08:01.7,1508203-01-H,27:09.0
211,3BM-20001,TG120255002WJ0,NMAMC-LINE-02,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,NMAMC-LINE-02,08:04.3,1508203-01-H,44:10.0
212,3BM-20001,TG120255002X4D,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,08:12.4,1508204-01-H,54:06.0
213,3BM-20001,TG120255002Y04,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,08:16.3,1508203-01-H,08:11.0
214,3BM-20001,TG120255002VMA,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,08:26.9,1508204-01-H,37:17.0
215,3BM-20001,TG120255002Y2C,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,08:33.5,1508202-01-H,09:12.0
216,3BM-20001,TG120255002X3D,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,08:41.7,1508203-01-H,53:32.0
217,3BM-20001,TG120255002XGB,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,08:44.0,1508203-01-H,00:45.0
218,3BM-20001,TG120255002XN2,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,08:55.4,1508202-01-H,03:39.0
219,3BM-20001,TG120255002Y1T,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,09:06.5,1508203-01-H,08:54.0
220,3BM-20001,TG120255002XGG,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,09:14.4,1508203-01-H,00:54.0
221,3BM-20001,TG120255002X58,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,09:21.3,1508203-01-H,54:39.0
222,3BM-20001,TG120255002XMZ,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,09:24.7,1508202-01-H,03:37.0
223,3BM-20001,TG120255002X9J,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,09:31.9,1508202-01-H,57:04.0
224,3BM-20001,TG120255002Y4E,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,09:40.6,1508203-01-H,10:14.0
225,3BM-20001,TG120255002XPH,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,09:50.7,1508203-01-H,04:21.0
226,3BM-20001,TG120255002XBJ,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,09:51.4,1508204-01-H,58:01.0
227,3BM-20001,TG120255002Y3A,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,10:01.1,1508204-01-H,09:37.0
228,3BM-20001,TG120255002XRM,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,10:02.0,1508203-01-H,04:47.0
229,3BM-20001,TG120255002XWY,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,10:12.4,1508202-01-H,06:41.0
230,3BM-20001,TG120255002X98,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,10:17.5,1508203-01-H,56:56.0
231,3BM-20001,TG120255002XFJ,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,10:28.6,1508202-01-H,00:19.0
232,3BM-20001,TG120255002XN3,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,10:33.0,1508203-01-H,03:40.0
233,3BM-20001,TG120255002Y4K,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,10:48.4,1508203-01-H,10:20.0
234,3BM-20001,TG120255002XPX,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,11:00.3,1508203-01-H,04:30.0
235,3BM-20001,TG120255002XS3,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,11:04.3,1508203-01-H,05:03.0
236,3BM-20001,TG120255002XNA,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,11:10.5,1508202-01-H,03:49.0
237,3BM-20001,TG120255002Y4T,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,11:14.8,1508202-01-H,10:25.0
238,3BM-20001,TG120255002X1J,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,11:26.2,1508203-01-H,52:35.0
239,3BM-20001,TG120255002XRE,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,11:37.0,1508204-01-H,04:39.0
240,3BM-20001,TG120255002Y92,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,11:48.0,1508203-01-H,12:12.0
241,3BM-20001,TG120255002XXJ,3BM2-26400-01,,ignition-gf1-bm-tag8-prod,tag8-,ACTA2,3BM2-26400-01,11:57.9,1508202-01-H,06:56.0
242,3BM-20001,TG120255002WDJ,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,11:59.7,1508203-01-H,41:55.0
243,3BM-20001,TG120255002MEZ,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,12:09.3,1508243-01-H,08:18.0
244,3BM-20001,TG120255002N4E,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,12:10.3,1508242-01-H,17:29.0
245,3BM-20001,TG120255002TLA,3BM2-26400-01,,ignition-gf1-bm-tag9-prod,tag9-,ACTA3,3BM2-26400-01,12:10.4,1508204-01-H,18:06.0
246,3BM-20001,TG120255002N67,NMAMC-LINE-01,,ignition-gf1-bm-tag7-prod,tag7-,ACTA1,NMAMC-LINE-01,12:12.2,1508243-01-H,18:14.0
